"user_id";"signup_date";"onboarding_date";"activation_date";"trial_start_date";"conversion_date";"country";"device";"age_clean";"acquisition_channel";"signed_up";"completed_onboarding";"activated_core_feature";"started_trial";"converted_to_paid";"active_after_30_days";"plan_type";"subscription_revenue";"marketing_spend_cleaned"
103839;"2025-03-15";"2025-03-16";"2025-03-17";"";"";"Australia";"Desktop";0;"Email Campaign";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;15.98
103840;"2025-01-20";"2025-01-21";"2025-01-24";"2025-01-31";"";"Australia";"Mobile";21;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103841;"2024-09-06";"";"";"";"";"Germany";"Mobile";35;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103842;"2025-04-02";"2025-04-06";"";"";"";"Germany";"Tablet";34;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;6.8
103843;"";"";"";"";"";"India";"Mobile";26;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103844;"2025-04-24";"2025-04-25";"2025-01-05";"2025-05-02";"";"Canada";"Tablet";18;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;14.22
103845;"2024-08-08";"";"";"";"";"United States";"Desktop";39;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103846;"2024-12-01";"2024-12-05";"";"";"";"Canada";"Desktop";27;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103847;"2025-04-30";"2025-01-05";"2025-05-04";"2025-05-13";"";"United States";"Tablet";28;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;4.1
103848;"2025-03-19";"2025-03-23";"2025-03-27";"2025-03-29";"2025-04-08";"United Kingdom";"Desktop";0;"Organic Search";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Pro";79;0.0
103849;"2025-08-27";"2025-08-27";"2025-09-02";"";"";"United Kingdom";"Tablet";46;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103850;"2024-08-28";"2024-08-30";"2024-09-04";"2024-09-06";"";"India";"Desktop";33;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103851;"2025-08-02";"";"";"";"";"United Kingdom";"Desktop";43;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103852;"2025-07-23";"2025-07-27";"2025-07-28";"2025-07-31";"";"Canada";"Desktop";39;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103853;"2024-11-13";"2024-11-13";"2024-11-13";"";"";"Australia";"Desktop";33;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103854;"2025-07-22";"2025-07-26";"";"";"";"United States";"Mobile";39;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103855;"2025-09-10";"";"";"";"";"Canada";"Desktop";47;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;16.61
103856;"2024-06-18";"2024-06-19";"2024-06-20";"2024-06-23";"2024-06-25";"India";"Tablet";38;"Social Media";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Pro";79;0.0
103857;"2024-12-30";"";"";"";"";"Germany";"Desktop";27;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103858;"2024-10-30";"";"";"";"";"India";"Tablet";21;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103859;"";"";"";"";"";"United States";"Desktop";39;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103860;"2025-02-17";"";"";"";"";"India";"Unknown";35;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103861;"2025-06-19";"2025-06-21";"";"";"";"United Kingdom";"Tablet";25;"Direct";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103862;"2024-12-27";"2024-12-31";"2025-01-04";"2025-01-11";"";"United States";"Desktop";30;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103863;"2025-08-03";"2025-08-04";"2025-08-04";"2025-08-05";"2025-08-10";"United States";"Unknown";29;"Email Campaign";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Basic";29;25.44
103864;"";"";"";"";"";"United States";"Mobile";29;"Paid Ads";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;3.04
103865;"";"";"";"";"";"Unknown";"Tablet";39;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103866;"2025-04-04";"2025-04-05";"";"";"";"United Kingdom";"Desktop";50;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103867;"2025-02-14";"2025-02-14";"2025-02-19";"";"";"United States";"Desktop";25;"Referral";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103868;"";"";"";"";"";"United States";"Desktop";34;"Paid Ads";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;11.78
103869;"2025-09-15";"2025-09-17";"2025-09-21";"2025-09-26";"2025-10-10";"United States";"Tablet";21;"Social Media";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Basic";29;0.0
103870;"2025-06-12";"2025-12-09";"2025-12-15";"2025-12-22";"";"United States";"Desktop";29;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;3.46
103871;"2025-08-03";"2025-08-05";"2025-06-08";"";"";"India";"Mobile";30;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103872;"2025-01-02";"2025-01-05";"2025-01-08";"2025-01-15";"";"United States";"Mobile";40;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103873;"2025-06-03";"2025-06-03";"2025-05-06";"2025-08-06";"2025-06-11";"United States";"Desktop";36;"Referral";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Basic";29;0.0
103874;"2024-06-14";"2024-06-17";"2024-06-19";"2024-06-24";"";"Germany";"Desktop";48;"Email Campaign";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;7.38
103875;"2024-01-09";"";"";"";"";"India";"Desktop";28;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;8.33
103876;"2025-06-19";"2025-06-20";"";"";"";"Canada";"Mobile";22;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103877;"2024-10-21";"";"";"";"";"United States";"Mobile";37;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;17.73
103878;"2024-09-28";"2024-09-30";"2024-02-10";"";"";"United States";"Desktop";16;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103879;"2025-12-27";"";"";"";"";"United States";"Mobile";35;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103880;"2024-02-13";"2024-02-17";"2024-02-19";"2024-02-22";"";"Germany";"Desktop";16;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;12.59
103881;"2024-04-23";"";"";"";"";"United Kingdom";"Desktop";27;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103882;"2025-11-13";"2025-11-16";"2025-11-19";"";"";"United Kingdom";"Desktop";20;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103883;"2025-09-20";"";"";"";"";"United States";"Tablet";33;"Direct";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103884;"2024-12-31";"";"";"";"";"United Kingdom";"Mobile";23;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;12.69
103885;"2025-06-12";"";"";"";"";"Germany";"Mobile";17;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103886;"2024-10-14";"";"";"";"";"United States";"Tablet";27;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103887;"2025-06-21";"2025-06-25";"2025-06-25";"";"";"United States";"Tablet";24;"Referral";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103888;"2025-11-04";"";"";"";"";"United States";"Mobile";20;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;5.11
103889;"2025-05-28";"2025-05-30";"2025-06-01";"2025-06-03";"";"Canada";"Unknown";25;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;5.95
103890;"2025-10-04";"2025-10-04";"2025-10-07";"2025-10-08";"";"Australia";"Desktop";38;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103891;"2025-12-27";"2025-12-27";"";"";"";"United States";"Mobile";30;"Referral";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103892;"2025-09-09";"";"";"";"";"Germany";"Mobile";30;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;6.06
103893;"2025-07-01";"";"";"";"";"United States";"Tablet";41;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;8.34
103894;"2024-02-24";"2024-02-28";"";"";"";"Germany";"Mobile";37;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103895;"2024-04-19";"2024-04-21";"";"";"";"Germany";"Desktop";34;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;5.85
103896;"2025-03-06";"2025-03-07";"2025-03-10";"2025-03-18";"2025-03-23";"Australia";"Mobile";17;"Email Campaign";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Pro";79;4.27
103897;"2024-08-04";"2024-08-07";"2024-08-13";"";"";"Canada";"Mobile";38;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103898;"";"";"";"";"";"Australia";"Tablet";39;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103899;"2024-09-06";"2024-09-10";"2024-09-14";"2024-09-14";"2024-09-28";"United Kingdom";"Mobile";36;"Organic Search";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Enterprise";199;0.0
103900;"";"";"";"";"";"United Kingdom";"Desktop";0;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103901;"2025-10-07";"";"";"";"";"United States";"Desktop";31;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103902;"2025-04-30";"2025-05-03";"2025-05-09";"2025-05-18";"";"United Kingdom";"Desktop";32;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103903;"2025-11-05";"2025-05-12";"2025-05-14";"2025-05-15";"2025-05-18";"United States";"Desktop";40;"Email Campaign";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Pro";79;10.2
103904;"2025-02-05";"2025-02-05";"";"";"";"Germany";"Mobile";25;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103905;"2024-12-27";"2024-12-31";"";"";"";"United States";"Mobile";50;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103906;"2025-05-19";"2025-05-21";"2025-05-22";"2025-05-22";"";"United States";"Mobile";30;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103907;"2025-10-14";"";"";"";"";"Germany";"Desktop";44;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103908;"2025-01-11";"2025-01-13";"2025-01-18";"2025-01-25";"";"Canada";"Desktop";0;"Direct";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103909;"2025-10-19";"2025-10-19";"2025-10-22";"2025-10-30";"";"India";"Desktop";30;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103910;"2024-10-14";"2024-10-14";"";"";"";"Australia";"Tablet";23;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;1.84
103911;"2024-08-02";"2024-08-04";"2024-08-06";"2024-08-11";"";"India";"Desktop";47;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;3.0
103912;"2025-11-17";"2025-11-21";"2025-11-25";"";"";"United States";"Mobile";34;"Referral";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103913;"2025-03-07";"";"";"";"";"Canada";"Mobile";22;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103914;"";"";"";"";"";"Germany";"Desktop";31;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103915;"2025-05-09";"";"";"";"";"United States";"Mobile";26;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103916;"2024-11-11";"2024-11-12";"2024-11-16";"";"";"India";"Desktop";29;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;8.51
103917;"";"";"";"";"";"India";"Desktop";43;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103918;"2024-06-23";"";"";"";"";"Australia";"Mobile";22;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;4.55
103919;"2025-07-11";"2025-07-11";"";"";"";"United Kingdom";"Unknown";29;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;1.88
103920;"2024-07-07";"2024-11-07";"2024-07-16";"2024-07-22";"";"United States";"Unknown";38;"Referral";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103921;"2024-10-11";"";"";"";"";"United Kingdom";"Tablet";23;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103922;"2025-05-24";"";"";"";"";"India";"Tablet";39;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103923;"2025-05-21";"2025-05-24";"";"";"";"Canada";"Desktop";28;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103924;"2025-03-26";"2025-03-27";"";"";"";"Australia";"Tablet";28;"Direct";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103925;"2025-04-17";"2025-04-20";"2025-04-25";"";"";"United States";"Desktop";32;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;2.61
103926;"2025-06-25";"2025-06-26";"";"";"";"Germany";"Mobile";41;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;5.74
103927;"2025-10-24";"";"";"";"";"United States";"Desktop";39;"Direct";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103928;"2025-03-13";"";"";"";"";"United States";"Desktop";31;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;1.98
103929;"2025-04-06";"";"";"";"";"India";"Mobile";32;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103930;"2025-02-22";"2025-02-24";"";"";"";"United Kingdom";"Mobile";43;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103931;"2024-04-08";"2024-08-08";"2024-08-09";"2024-08-16";"2024-08-26";"United States";"Mobile";31;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Pro";79;7.36
103932;"2025-10-29";"";"";"";"";"Australia";"Desktop";19;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103933;"2024-07-13";"";"";"";"";"United Kingdom";"Desktop";16;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103934;"2024-12-29";"2024-12-31";"";"";"";"Germany";"Desktop";28;"Direct";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103935;"2024-12-26";"";"";"";"";"Germany";"Desktop";0;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103936;"2025-03-08";"2025-03-12";"2025-03-18";"2025-03-21";"";"India";"Mobile";29;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;11.18
103937;"2024-10-19";"2024-10-23";"2024-10-25";"";"";"Unknown";"Desktop";23;"Direct";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103938;"2024-09-09";"";"";"";"";"United States";"Desktop";29;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;5.48
103939;"";"";"";"";"";"United Kingdom";"Mobile";38;"Paid Ads";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;28.66
103940;"2024-10-14";"2024-10-18";"";"";"";"Unknown";"Desktop";29;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;2.94
103941;"2025-09-05";"2025-09-07";"2025-10-09";"2025-09-18";"";"Canada";"Mobile";34;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103942;"2024-12-17";"2024-12-18";"2024-12-24";"2024-12-29";"2025-06-01";"United Kingdom";"Mobile";20;"Social Media";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Enterprise";199;0.0
103943;"2025-11-11";"2025-11-15";"2025-11-18";"2025-11-22";"";"United States";"Tablet";21;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103944;"2025-01-27";"2025-01-31";"2025-02-06";"2025-02-13";"";"India";"Tablet";18;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103945;"";"";"";"";"";"Germany";"Mobile";38;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103946;"2025-05-13";"";"";"";"";"United Kingdom";"Tablet";43;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103947;"2024-05-22";"";"";"";"";"United States";"Mobile";39;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103948;"2025-04-28";"2025-05-02";"2025-05-03";"";"";"Germany";"Mobile";36;"Referral";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103949;"2025-05-15";"2025-05-17";"2025-05-23";"";"";"United States";"Desktop";27;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;5.49
103950;"2025-09-05";"2025-07-09";"2025-09-10";"";"";"United Kingdom";"Mobile";45;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103951;"2025-06-20";"2025-06-20";"";"";"";"United Kingdom";"Desktop";27;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103952;"2024-06-26";"";"";"";"";"United States";"Desktop";16;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103953;"2024-04-23";"";"";"";"";"Canada";"Mobile";25;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103954;"2024-10-11";"";"";"";"";"United States";"Tablet";30;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;17.15
103955;"2025-06-14";"";"";"";"";"United States";"Mobile";26;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103956;"2025-02-08";"";"";"";"";"United States";"Desktop";39;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;29.5
103957;"2024-10-02";"2024-05-10";"2024-11-10";"";"";"United States";"Desktop";47;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103958;"2025-09-18";"2025-09-19";"";"";"";"United Kingdom";"Desktop";39;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103959;"2025-11-12";"";"";"";"";"Germany";"Mobile";30;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;19.04
103960;"2024-11-26";"2024-11-30";"";"";"";"United Kingdom";"Mobile";25;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103961;"2025-06-18";"2025-06-22";"";"";"";"United Kingdom";"Mobile";26;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;3.42
103962;"";"";"";"";"";"Unknown";"Mobile";30;"Paid Ads";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;1.63
103963;"2024-11-04";"";"";"";"";"Canada";"Tablet";24;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103964;"";"";"";"";"";"United Kingdom";"Desktop";0;"Referral";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103965;"2024-02-18";"2024-02-21";"";"";"";"United States";"Desktop";47;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;20.25
103966;"2024-10-03";"";"";"";"";"Germany";"Mobile";35;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103967;"2025-05-06";"";"";"";"";"Unknown";"Mobile";27;"Direct";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103968;"2024-06-30";"";"";"";"";"Australia";"Mobile";19;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;10.38
103969;"2025-10-26";"";"";"";"";"India";"Desktop";17;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103970;"";"";"";"";"";"India";"Mobile";28;"Email Campaign";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;16.16
103971;"2025-07-30";"2025-08-01";"2025-08-05";"2025-08-06";"";"Unknown";"Mobile";49;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;3.67
103972;"2025-12-10";"2025-12-11";"";"";"";"United Kingdom";"Mobile";28;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;3.36
103973;"2025-05-20";"2025-05-24";"";"";"";"India";"Desktop";24;"Direct";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103974;"2024-05-01";"2024-05-04";"2024-04-05";"2024-05-12";"";"United States";"Desktop";32;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
103975;"";"";"";"";"";"United States";"Mobile";25;"Referral";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103976;"2025-07-02";"";"";"";"";"India";"Mobile";24;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103977;"2025-06-01";"2025-06-05";"2025-06-07";"";"";"Australia";"Desktop";51;"Direct";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103978;"2025-02-23";"2025-02-27";"2025-03-04";"2025-06-03";"2025-03-20";"United States";"Desktop";41;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Basic";29;4.77
103979;"2024-11-13";"";"";"";"";"Australia";"Mobile";23;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103980;"2025-01-24";"2025-01-27";"2025-02-02";"2025-02-08";"2025-02-20";"United Kingdom";"Desktop";42;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Pro";79;4.41
103981;"";"";"";"";"";"Germany";"Desktop";16;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103982;"2024-06-06";"2024-06-06";"";"";"";"India";"Mobile";40;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103983;"2024-06-28";"";"";"";"";"United States";"Mobile";19;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103984;"2025-11-12";"2025-11-13";"";"";"";"United States";"Tablet";29;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103985;"2025-08-27";"2025-08-29";"2025-04-09";"2025-09-10";"2025-09-18";"India";"Desktop";34;"Organic Search";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Pro";79;0.0
103986;"2024-03-04";"";"";"";"";"United Kingdom";"Desktop";32;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103987;"";"";"";"";"";"Canada";"Mobile";34;"Direct";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103988;"2024-11-12";"";"";"";"";"United Kingdom";"Mobile";17;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;15.0
103989;"2025-04-01";"";"";"";"";"United Kingdom";"Mobile";34;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103990;"2025-06-02";"2025-06-05";"2025-06-10";"2025-06-14";"";"United Kingdom";"Mobile";0;"Email Campaign";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;6.57
103991;"2024-07-02";"";"";"";"";"Canada";"Mobile";44;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103992;"2024-10-29";"";"";"";"";"India";"Tablet";43;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103993;"2025-03-16";"";"";"";"";"Germany";"Desktop";31;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103994;"2024-07-29";"";"";"";"";"Unknown";"Mobile";19;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103995;"2025-07-12";"2025-07-14";"";"";"";"United States";"Mobile";32;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;4.2
103996;"2025-07-06";"";"";"";"";"India";"Unknown";34;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103997;"2024-08-27";"2024-08-29";"";"";"";"United States";"Mobile";31;"Direct";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
103998;"2024-07-13";"2024-07-13";"2024-07-16";"";"";"Germany";"Desktop";17;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
103999;"2025-07-04";"2025-07-05";"2025-07-07";"";"";"United States";"Desktop";49;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
104000;"";"";"";"";"";"United States";"Desktop";30;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
