user_id,signup_date_raw,acquisition_channel,country_raw,device_raw,age,marketing_spend,session_count,visited_site,signed_up,completed_onboarding,onboarding_date_raw,activated_core_feature,activation_date_raw,started_trial,trial_start_date_raw,converted_to_paid,conversion_date_raw,plan_type,active_after_30_days
105924,,Organic Search,USA,Desktop,27,0,7,Yes,No,No,,No,,No,,No,,Basic,
101018,04-01-2025,Social Media,India,mobile,23,0,2,Yes,Yes,Yes,08-01-2025,Yes,08-01-2025,Yes,17-01-2025,No,,Basic,
100370,23-03-2025,Social Media,CA,,18,0,6,Yes,Yes,Yes,"Mar 24, 2025",Yes,"Mar 25, 2025",Yes,"Mar 31, 2025",No,,Basic,
105410,"Mar 02, 2025",Social Media,DE,Mobile Phone,32,0,3,Yes,Yes,Yes,03-06-2025,No,,No,,No,,Pro,
105602,,Organic Search,Australia,phone,39,0,9,Yes,No,No,,No,,No,,No,,Basic,
104281,,Email Campaign,Can.,Mobile,34,37.79,5,Yes,No,No,,No,,No,,No,,Pro,
104663,08-12-2025,Direct,America,phone,20,0,4,Yes,Yes,Yes,16-08-2025,Yes,17-08-2025,No,,No,,Pro,
103114,24-06-2024,Paid Ads,USA,Desktop,21,8.31,5,Yes,Yes,No,,No,,No,,No,,Pro,
104902,09-12-2024,Paid Ads,Germany,PC,53,3.6,7,Yes,Yes,No,,No,,No,,No,,Basic,
101302,05-05-2025,Social Media,CA,desktop,49,0,1,Yes,Yes,Yes,08-05-2025,Yes,09-05-2025,No,,No,,Basic,
101661,25-10-2024,Social Media,UK,PC,34,0,2,Yes,Yes,Yes,"Oct 27, 2024",No,,No,,No,,Basic,
100116,01-05-2025,Social Media,USA,desktop,40,0,5,Yes,Yes,Yes,04-05-2025,No,,No,,No,,Basic,
105320,,Organic Search,United States,Desk top,23,0,4,Yes,No,No,,No,,No,,No,,Basic,
103341,,Referral,America,Mobile,25,0,4,Yes,No,No,,No,,No,,No,,Basic,
106677,13-12-2024,Direct,India,DESKTOP,35,0,5,Yes,Yes,Yes,16-12-2024,Yes,12/22/2024,No,,No,,Pro,
103187,"Jan 29, 2025",Direct,IND,DESKTOP,21,0,3,Yes,Yes,No,,No,,No,,No,,,
101126,12/19/2024,Email Campaign,canada,PC,34,14.78,4,Yes,Yes,Yes,"Dec 22, 2024",Yes,"Dec 24, 2024",Yes,02-01-2025,Yes,08-01-2025,Basic,Yes
101904,04-01-2025,Social Media,india,Mobile Phone,36,0,-1,Yes,Yes,No,,No,,No,,No,,Pro,
105594,,Referral,United states,Desktop,26,0,3,Yes,No,No,,No,,No,,No,,Pro,
104358,05-05-2024,Organic Search,USA,iPad,24,0,6,Yes,Yes,Yes,06-05-2024,Yes,"May 08, 2024",No,,No,,Pro,
100140,27-06-2025,Paid Ads,India,Desktop,26,,3,Yes,Yes,No,,No,,No,,No,,Basic,
100922,28-07-2025,Paid Ads,germany,Mobile Phone,21,23.27,6,Yes,Yes,Yes,31-07-2025,Yes,02-08-2025,Yes,"Aug 03, 2025",Yes,"Aug 10, 2025",Basic,Yes
103930,22-02-2025,Social Media,UK,Mobile Phone,43,0,7,Yes,Yes,Yes,02/24/2025,No,,No,,No,,Basic,
102192,20-02-2025,Organic Search,AU,iPad,19,0,3,Yes,Yes,No,,No,,No,,No,,Enterprise,
100408,18-04-2024,Social Media,United states,Desk top,16,0,3,Yes,Yes,No,,No,,No,,No,,Basic,
103844,24-04-2025,Paid Ads,CA,Tab,18,14.22,7,Yes,Yes,Yes,04/25/2025,Yes,05-01-2025,Yes,"May 02, 2025",No,,Pro,
100158,10/19/2024,Email Campaign,IN,iPad,34,12.86,-1,Yes,Yes,No,,No,,No,,No,,Enterprise,
103045,12-02-2024,Email Campaign,india,mobile,27,3.06,2,Yes,Yes,Yes,"Feb 14, 2024",Yes,18-02-2024,Yes,02/26/2024,No,,Basic,
102539,13-10-2024,Email Campaign,UK,mobile,21,13.05,8,Yes,Yes,Yes,10/14/2024,Yes,14-10-2024,No,,No,,Basic,
103713,"Sep 25, 2025",Email Campaign,australia,phone,27,4.31,2,Yes,Yes,Yes,"Sep 26, 2025",Yes,29-09-2025,No,,No,,Pro,
100224,14-01-2025,Social Media,India,PC,27,0,4,Yes,Yes,Yes,15-01-2025,Yes,01/20/2025,Yes,21-01-2025,Yes,26-01-2025,Pro,Yes
104976,,Paid Ads,AU,mobile,40,7.06,8,Yes,No,No,,No,,No,,No,,Basic,
102294,"Aug 23, 2025",Referral,IND,Mobile,29,0,5,Yes,Yes,No,,No,,No,,No,,Basic,
105707,07-07-2025,Paid Ads,uk,Mobile,35,0.6,7,Yes,Yes,No,,No,,No,,No,,Pro,
106668,14-04-2024,Organic Search,canada,phone,38,0,4,Yes,Yes,Yes,16-04-2024,Yes,"Apr 19, 2024",Yes,20-04-2024,Yes,04/27/2024,Pro,Yes
103883,20-09-2025,Direct,United states,tablet,33,0,5,Yes,Yes,No,,No,,No,,No,,Basic,
101028,,Paid Ads,Germany,iPad,43,9.18,5,Yes,No,No,,No,,No,,No,,Basic,
105624,01-05-2024,Social Media,Deutschland,phone,27,0,9,Yes,Yes,Yes,01-05-2024,Yes,"May 02, 2024",No,,No,,Pro,
103568,,Organic Search,USA,phone,21,0,5,Yes,No,No,,No,,No,,No,,Pro,
101160,"Jun 02, 2025",Paid Ads,USA,PC,44,8.49,5,Yes,Yes,Yes,06-03-2025,No,,No,,No,,Basic,
100032,,Email Campaign,USA,Mobile Phone,33,15.67,8,Yes,No,No,,No,,No,,No,,Basic,
101146,"May 10, 2024",Social Media,United States,mobile,32,0,8,Yes,Yes,No,,No,,No,,No,,Pro,
104872,29-05-2024,Direct,America,Mobile Phone,16,0,7,Yes,Yes,Yes,30-05-2024,Yes,"Jun 02, 2024",No,,No,,Basic,
105434,21-11-2024,Paid Ads,AU,phone,40,6.93,-1,Yes,Yes,Yes,"Nov 24, 2024",Yes,28-11-2024,Yes,12-03-2024,No,,Pro,
100891,07-10-2024,Organic Search,USA,Desktop,24,0,11,Yes,Yes,No,,No,,No,,No,,Basic,
100632,19-04-2025,Paid Ads,us,Desk top,42,14.85,4,Yes,Yes,Yes,"Apr 20, 2025",Yes,21-04-2025,Yes,"Apr 29, 2025",No,,Pro,
101723,02-09-2025,Organic Search,us,Mobile,37,0,6,Yes,Yes,Yes,09-05-2025,Yes,10-09-2025,Yes,13-09-2025,Yes,09/21/2025,Enterprise,Yes
106000,,Email Campaign,India,PC,31,1.83,5,Yes,No,No,,No,,No,,No,,Enterprise,
101092,"Jul 17, 2024",Organic Search,United states,DESKTOP,43,0,4,Yes,Yes,Yes,"Jul 17, 2024",Yes,21-07-2024,No,,No,,Pro,
102681,02-09-2025,Paid Ads,U.S.A,Mobile,17,20.68,6,Yes,Yes,Yes,09-03-2025,Yes,06-09-2025,Yes,09-09-2025,No,,Pro,
107128,21-04-2025,Paid Ads,us,Tab,,9.97,10,Yes,Yes,No,,No,,No,,No,,Basic,
100719,,Social Media,,phone,34,0,3,Yes,No,No,,No,,No,,No,,Basic,
105788,"Nov 14, 2024",Organic Search,Can.,PC,16,0,7,Yes,Yes,Yes,"Nov 15, 2024",Yes,"Nov 16, 2024",Yes,23-11-2024,No,,Pro,
107190,11-03-2024,Email Campaign,Aus,MOBILE,,4.27,5,Yes,Yes,No,,No,,No,,No,,Basic,
105370,08-09-2025,Referral,IN,Desktop,16,0,5,Yes,Yes,Yes,12-09-2025,Yes,13-09-2025,No,,No,,Basic,
106366,08/24/2025,Paid Ads,Can.,mobile,24,5.02,5,Yes,Yes,No,,No,,No,,No,,Pro,
103773,"Apr 23, 2025",Email Campaign,DE,mobile,33,15.94,4,Yes,Yes,Yes,04/25/2025,Yes,01-05-2025,No,,No,,Basic,
101166,,Email Campaign,USA,Tab,19,7.84,3,Yes,No,No,,No,,No,,No,,Basic,
106301,11-06-2024,Paid Ads,USA,mobile,38,-17.49,5,Yes,Yes,Yes,"Nov 08, 2024",No,,No,,No,,Basic,
101421,10-05-2025,Email Campaign,,mobile,19,6.13,4,Yes,Yes,Yes,05/14/2025,No,,No,,No,,Basic,
104325,10-06-2025,Organic Search,Canada,Mobile,30,0,2,Yes,Yes,Yes,06/14/2025,Yes,"Jun 18, 2025",Yes,19-06-2025,No,,Pro,
106169,17-08-2024,Referral,United Kingdom,Desk top,39,0,3,Yes,Yes,Yes,08/20/2024,Yes,22-08-2024,Yes,30-08-2024,Yes,"Sep 11, 2024",Pro,Yes
101850,08-11-2024,Direct,India,TABLET,39,0,4,Yes,Yes,No,,No,,No,,No,,Pro,
104503,28-09-2024,Direct,United states,mobile,,0,6,Yes,Yes,Yes,30-09-2024,No,,No,,No,,Basic,
105331,12/22/2025,Social Media,CA,Mobile Phone,19,0,4,Yes,Yes,Yes,12/24/2025,Yes,26-12-2025,No,,No,,Basic,
105301,"Aug 06, 2024",Organic Search,CA,PC,33,0,4,Yes,Yes,Yes,08-08-2024,No,,No,,No,,Basic,
103534,30-03-2025,Paid Ads,UK,mobile,34,22.95,3,Yes,Yes,No,,No,,No,,No,,Pro,
103380,06-05-2025,Email Campaign,IN,DESKTOP,33,20.2,5,Yes,Yes,Yes,"Jun 06, 2025",Yes,"Jun 08, 2025",Yes,10-06-2025,No,,Basic,
106224,03-04-2025,Social Media,United States,,34,0,5,Yes,Yes,No,,No,,No,,No,,Basic,
106853,16-04-2025,Email Campaign,USA,Mobile Phone,30,3.43,3,Yes,Yes,Yes,18-04-2025,Yes,04/18/2025,No,,No,,Pro,
106177,15-03-2025,Organic Search,India,Desk top,52,0,8,Yes,Yes,No,,No,,No,,No,,Basic,
101525,25-06-2025,Organic Search,,Mobile,43,0,4,Yes,Yes,Yes,27-06-2025,Yes,03-07-2025,Yes,05-07-2025,No,,Basic,
103975,,Referral,U.S.A,Mobile,25,0,6,Yes,No,No,,No,,No,,No,,Pro,
102152,"Nov 16, 2025",Organic Search,IND,desktop,29,0,2,Yes,Yes,Yes,11/20/2025,No,,No,,No,,Basic,
102361,02-04-2025,Paid Ads,us,DESKTOP,20,10.16,4,Yes,Yes,Yes,"Apr 04, 2025",Yes,"Apr 10, 2025",Yes,17-04-2025,No,,,
104396,10/16/2024,Email Campaign,USA,desktop,26,6.59,1,Yes,Yes,Yes,10/16/2024,Yes,"Oct 17, 2024",No,,No,,Pro,
104433,"Jul 28, 2025",Social Media,,Mobile Phone,33,0,5,Yes,Yes,No,,No,,No,,No,,Basic,
104755,10-08-2025,Referral,United states,Desk top,26,0,6,Yes,Yes,Yes,10-08-2025,No,,No,,No,,Basic,
104516,29-08-2025,Social Media,U.S.A,PC,29,0,6,Yes,Yes,No,,No,,No,,No,,Pro,
104591,"Jan 08, 2025",Organic Search,Aus,Mobile Phone,28,0,7,Yes,Yes,Yes,"Jan 09, 2025",Yes,15-01-2025,Yes,01/23/2025,Yes,28-01-2025,Pro,Yes
100528,,Paid Ads,DE,Mobile,,3.56,4,Yes,No,No,,No,,No,,No,,Enterprise,
102151,28-03-2025,Direct,IND,Desktop,41,0,6,Yes,Yes,No,,No,,No,,No,,Pro,
106506,10/30/2025,Organic Search,germany,Desktop,33,0,7,Yes,Yes,Yes,10/30/2025,Yes,31-10-2025,Yes,"Nov 01, 2025",Yes,15-11-2025,Pro,Yes
102766,08-07-2024,Paid Ads,U.S.A,MOBILE,32,7.28,8,Yes,Yes,Yes,"Jul 10, 2024",No,,No,,No,,Basic,
100652,20-10-2024,Referral,IND,Tablet,19,0,6,Yes,Yes,No,,No,,No,,No,,Basic,
100211,26-12-2024,Referral,Canada,Desk top,42,0,3,Yes,Yes,Yes,26-12-2024,No,,No,,No,,Basic,
105310,"Aug 10, 2025",Organic Search,IN,Mobile Phone,34,0,4,Yes,Yes,Yes,"Aug 14, 2025",No,,No,,No,,Pro,
104942,"Sep 30, 2024",Organic Search,Canada,PC,39,0,7,Yes,Yes,Yes,10-03-2024,No,,No,,No,,Basic,
103445,"Oct 18, 2024",Paid Ads,australia,Desktop,37,8.3,4,Yes,Yes,Yes,18-10-2024,No,,No,,No,,Basic,
104895,"Mar 20, 2025",Organic Search,Germany,PC,26,0,,Yes,Yes,Yes,03/24/2025,No,,No,,No,,Basic,
101820,03-03-2025,Social Media,IN,Desk top,21,0,6,Yes,Yes,Yes,"Mar 04, 2025",No,,No,,No,,Enterprise,
101425,"Oct 25, 2024",Email Campaign,India,Tab,27,6.35,7,Yes,Yes,No,,No,,No,,No,,Basic,
102869,"Jan 11, 2025",Email Campaign,Germany,tablet,34,5.44,5,Yes,Yes,No,,No,,No,,No,,Basic,
104969,08-09-2025,Social Media,uk,Mobile,19,0,8,Yes,Yes,Yes,11-09-2025,No,,No,,No,,Pro,
102076,07/21/2025,Social Media,USA,Desk top,39,0,8,Yes,Yes,Yes,25-07-2025,No,,No,,No,,Enterprise,
103577,,Paid Ads,canada,PC,16,5.54,6,Yes,No,No,,No,,No,,No,,Basic,
102457,10-09-2024,Organic Search,U.K.,PC,31,0,4,Yes,Yes,Yes,09-10-2024,Yes,09-10-2024,Yes,10/14/2024,No,,Basic,
100921,,Organic Search,United States,MOBILE,37,0,8,Yes,No,No,,No,,No,,No,,Pro,
103985,27-08-2025,Organic Search,IN,Desktop,34,0,2,Yes,Yes,Yes,08/29/2025,Yes,09-04-2025,Yes,"Sep 10, 2025",Yes,18-09-2025,Pro,Yes
106271,01-04-2025,Social Media,IN,Desk top,34,0,6,Yes,Yes,Yes,01-04-2025,Yes,04-01-2025,Yes,06-04-2025,No,,Basic,
105978,03-09-2025,Social Media,IN,DESKTOP,20,0,3,Yes,Yes,No,,No,,No,,No,,Basic,
104019,18-03-2025,Email Campaign,us,Desk top,36,6.46,4,Yes,Yes,Yes,03/18/2025,No,,No,,No,,Basic,
106167,,Paid Ads,England,Desktop,44,7.81,,Yes,No,No,,No,,No,,No,,,
104149,,Organic Search,England,mobile,20,0,7,Yes,No,No,,No,,No,,No,,Pro,
106535,22-07-2025,Paid Ads,india,mobile,37,5.86,6,Yes,Yes,Yes,25-07-2025,Yes,30-07-2025,Yes,"Aug 01, 2025",No,,Pro,
101764,20-05-2025,Organic Search,U.S.A,PC,27,0,6,Yes,Yes,No,,No,,No,,No,,,
100161,29-06-2025,Organic Search,,phone,37,0,4,Yes,Yes,Yes,29-06-2025,Yes,07-01-2025,Yes,08-07-2025,No,,,
100950,25-05-2025,Direct,canada,DESKTOP,21,0,,Yes,Yes,Yes,27-05-2025,Yes,01-06-2025,Yes,08-06-2025,Yes,19-06-2025,Pro,Yes
106907,"Jan 03, 2025",Organic Search,Can.,iPad,,0,5,Yes,Yes,Yes,03-01-2025,Yes,08-01-2025,Yes,15-01-2025,Yes,"Jan 27, 2025",Pro,Yes
104957,,Organic Search,UK,TABLET,42,0,3,Yes,No,No,,No,,No,,No,,Enterprise,
105567,02-09-2024,Organic Search,Canada,Mobile,27,0,6,Yes,Yes,Yes,05-09-2024,No,,No,,No,,Enterprise,
105868,14-01-2025,Email Campaign,IND,,27,11.44,-1,Yes,Yes,Yes,15-01-2025,Yes,18-01-2025,Yes,25-01-2025,No,,Basic,
105615,08/16/2025,Email Campaign,U.K.,,,17.22,6,Yes,Yes,Yes,17-08-2025,Yes,"Aug 20, 2025",No,,No,,Pro,
105314,"Jun 13, 2025",Direct,USA,PC,42,0,5,Yes,Yes,Yes,14-06-2025,Yes,15-06-2025,Yes,06/19/2025,No,,,
106579,03-11-2025,Organic Search,United Kingdom,DESKTOP,30,0,9,Yes,Yes,Yes,04-11-2025,No,,No,,No,,Basic,
103156,09-08-2025,Social Media,,Mobile Phone,34,0,8,Yes,Yes,Yes,08-09-2025,No,,No,,No,,Basic,
102813,"Jul 08, 2024",Paid Ads,UK,DESKTOP,38,17.79,4,Yes,Yes,Yes,12-07-2024,Yes,12-07-2024,Yes,13-07-2024,Yes,22-07-2024,Pro,Yes
102170,,Social Media,uk,Desktop,46,0,1,Yes,No,No,,No,,No,,No,,Basic,
102256,,Paid Ads,America,MOBILE,27,6.55,5,Yes,No,No,,No,,No,,No,,Basic,
103852,07/23/2025,Social Media,Can.,desktop,39,0,7,Yes,Yes,Yes,27-07-2025,Yes,28-07-2025,Yes,31-07-2025,No,,Basic,
101952,16-06-2024,Organic Search,germany,DESKTOP,21,0,2,Yes,Yes,No,,No,,No,,No,,Pro,
102488,26-06-2025,Referral,us,phone,29,0,5,Yes,Yes,Yes,27-06-2025,Yes,30-06-2025,No,,No,,Basic,
104822,30-09-2024,Social Media,uk,Mobile Phone,38,0,4,Yes,Yes,Yes,"Sep 30, 2024",No,,No,,No,,Basic,
105175,"Feb 18, 2025",Social Media,America,Mobile,29,,4,Yes,Yes,Yes,02/20/2025,Yes,"Feb 25, 2025",Yes,26-02-2025,No,,Pro,
100596,"Sep 28, 2025",Referral,U.K.,Desk top,41,0,4,Yes,Yes,No,,No,,No,,No,,Pro,
106808,16-10-2024,Direct,Deutschland,,,0,6,Yes,Yes,Yes,17-10-2024,Yes,10/19/2024,Yes,20-10-2024,Yes,02-11-2024,Basic,Yes
104067,11-09-2025,Social Media,us,,34,0,7,Yes,Yes,No,,No,,No,,No,,Basic,
103531,12-10-2024,Social Media,DE,MOBILE,35,0,4,Yes,Yes,No,,No,,No,,No,,Basic,
102911,05/17/2025,Organic Search,DE,PC,24,0,7,Yes,Yes,No,,No,,No,,No,,,
100936,,Social Media,Deutschland,PC,32,0,5,Yes,No,No,,No,,No,,No,,Basic,
103514,10-07-2025,Paid Ads,us,PC,30,13.35,2,Yes,Yes,Yes,13-07-2025,Yes,18-07-2025,No,,No,,Pro,
103309,09-04-2025,Direct,uk,desktop,32,0,4,Yes,Yes,Yes,12-04-2025,No,,No,,No,,Enterprise,
101862,25-08-2025,Referral,,MOBILE,30,0,8,Yes,Yes,No,,No,,No,,No,,Basic,
106077,05/30/2024,Direct,Canada,phone,29,0,7,Yes,Yes,Yes,30-05-2024,Yes,30-05-2024,Yes,06-04-2024,No,,Pro,
106027,"Aug 14, 2024",Organic Search,canada,desktop,30,0,5,Yes,Yes,No,,No,,No,,No,,Basic,
102825,20-08-2025,Referral,CA,Mobile Phone,37,0,5,Yes,Yes,Yes,08/23/2025,Yes,29-08-2025,No,,No,,Basic,
101893,"Jun 29, 2025",Referral,Germany,phone,39,0,6,Yes,Yes,Yes,"Jun 29, 2025",No,,No,,No,,Basic,
101087,10/27/2025,Direct,,MOBILE,30,0,7,Yes,Yes,Yes,"Oct 31, 2025",Yes,"Nov 01, 2025",Yes,10-11-2025,No,,Basic,
104689,01-11-2024,Referral,USA,MOBILE,37,0,8,Yes,Yes,Yes,01-11-2024,Yes,01-11-2024,Yes,10-11-2024,No,,Basic,
101015,11/29/2025,Organic Search,AU,Mobile,32,0,5,Yes,Yes,Yes,01-12-2025,Yes,01-12-2025,No,,No,,Pro,
107067,30-06-2025,Paid Ads,U.S.A,phone,49,16.68,3,Yes,Yes,Yes,03-07-2025,Yes,"Jul 07, 2025",Yes,"Jul 16, 2025",No,,Enterprise,
102373,11-08-2024,Direct,America,desktop,16,0,2,Yes,Yes,Yes,14-08-2024,Yes,18-08-2024,No,,No,,Pro,
106695,19-03-2025,Organic Search,uk,PC,29,0,2,Yes,Yes,Yes,"Mar 19, 2025",Yes,"Mar 19, 2025",No,,No,,Pro,
107011,18-09-2024,Social Media,United states,desktop,34,0,3,Yes,Yes,Yes,09/20/2024,Yes,21-09-2024,No,,No,,Pro,
101861,,Organic Search,Deutschland,Desktop,21,0,5,Yes,No,No,,No,,No,,No,,Pro,
103072,12/19/2025,Email Campaign,U.S.A,iPad,21,9.58,1,Yes,Yes,Yes,12/21/2025,Yes,"Dec 25, 2025",No,,No,,Basic,
105735,"Nov 17, 2025",Paid Ads,Canada,Mobile Phone,49,3.22,1,Yes,Yes,Yes,11/18/2025,Yes,11/18/2025,No,,No,,Basic,
100217,01-06-2025,Social Media,United States,phone,35,0,7,Yes,Yes,Yes,01-06-2025,Yes,07-06-2025,Yes,06-09-2025,Yes,"Jun 21, 2025",Basic,Yes
101016,"Jan 20, 2025",Email Campaign,United states,Mobile Phone,44,9.78,7,Yes,Yes,Yes,22-01-2025,Yes,01/26/2025,No,,No,,Basic,
101524,05-04-2025,Organic Search,England,Desk top,16,0,,Yes,Yes,Yes,04-06-2025,Yes,06-04-2025,Yes,14-04-2025,No,,Basic,
103961,18-06-2025,Paid Ads,UK,MOBILE,26,3.42,7,Yes,Yes,Yes,22-06-2025,No,,No,,No,,Basic,
100529,01-08-2024,Organic Search,AU,Mobile Phone,35,0,5,Yes,Yes,No,,No,,No,,No,,Basic,
101741,03/24/2025,Social Media,india,phone,20,0,4,Yes,Yes,No,,No,,No,,No,,Enterprise,
106818,09-09-2025,Organic Search,uk,Desk top,34,0,3,Yes,Yes,No,,No,,No,,No,,Basic,
105216,10/19/2024,Social Media,uk,phone,16,0,2,Yes,Yes,No,,No,,No,,No,,Pro,
100572,"Oct 19, 2024",Social Media,Can.,Mobile,30,0,4,Yes,Yes,No,,No,,No,,No,,Enterprise,
100122,06/18/2025,Email Campaign,Australia,phone,21,8.76,7,Yes,Yes,Yes,19-06-2025,Yes,20-06-2025,No,,No,,Basic,
103216,28-02-2024,Paid Ads,United Kingdom,MOBILE,36,6.55,6,Yes,Yes,Yes,"Mar 01, 2024",No,,No,,No,,Basic,
101486,,Organic Search,United states,mobile,50,0,,Yes,No,No,,No,,No,,No,,Basic,
106424,30-06-2025,Paid Ads,australia,,16,5.89,2,Yes,Yes,Yes,02-07-2025,Yes,06-07-2025,No,,No,,,
101167,22-09-2025,Organic Search,America,PC,16,0,3,Yes,Yes,No,,No,,No,,No,,Basic,
102844,"Nov 21, 2024",Social Media,germany,phone,44,0,4,Yes,Yes,Yes,24-11-2024,Yes,"Nov 28, 2024",Yes,01-12-2024,No,,Pro,
103757,01-12-2025,Direct,DE,Desk top,33,0,6,Yes,Yes,Yes,14-01-2025,Yes,"Jan 17, 2025",No,,No,,Basic,
103471,06/22/2025,Paid Ads,United Kingdom,mobile,36,7.88,4,Yes,Yes,No,,No,,No,,No,,Basic,
101586,,Direct,United States,DESKTOP,37,0,3,Yes,No,No,,No,,No,,No,,Basic,
101294,03-05-2025,Direct,india,mobile,36,0,4,Yes,Yes,No,,No,,No,,No,,,
105809,01-02-2025,Email Campaign,India,Mobile Phone,19,6.35,8,Yes,Yes,Yes,"Feb 04, 2025",Yes,05-02-2025,Yes,14-02-2025,No,,Basic,
104547,23-08-2025,Direct,UK,phone,22,0,9,Yes,Yes,Yes,"Aug 26, 2025",Yes,28-08-2025,Yes,31-08-2025,No,,Basic,
102528,,Paid Ads,USA,Desktop,23,17.86,5,Yes,No,No,,No,,No,,No,,Basic,
106636,,Social Media,United Kingdom,DESKTOP,29,0,3,Yes,No,No,,No,,No,,No,,Basic,
104023,29-01-2025,Organic Search,United states,phone,27,0,4,Yes,Yes,No,,No,,No,,No,,Pro,
103563,07-02-2025,Organic Search,U.K.,Desktop,35,0,5,Yes,Yes,No,,No,,No,,No,,Pro,
101790,07-02-2025,Social Media,U.S.A,desktop,46,0,5,Yes,Yes,Yes,11-02-2025,Yes,15-02-2025,Yes,02/18/2025,Yes,02/22/2025,Basic,Yes
104590,"Feb 18, 2025",Paid Ads,canada,MOBILE,30,6.33,5,Yes,Yes,Yes,"Feb 18, 2025",No,,No,,No,,Pro,
106460,14-07-2025,Email Campaign,us,PC,,3.07,5,Yes,Yes,No,,No,,No,,No,,Pro,
102383,,Organic Search,UK,Desktop,16,0,5,Yes,No,No,,No,,No,,No,,Enterprise,
101020,23-09-2024,Direct,U.S.A,TABLET,41,0,5,Yes,Yes,Yes,"Sep 27, 2024",No,,No,,No,,Basic,
102057,04/30/2025,Paid Ads,uk,iPad,28,3.12,,Yes,Yes,Yes,"May 03, 2025",Yes,"May 07, 2025",Yes,"May 13, 2025",No,,,
106417,,Organic Search,USA,Desktop,19,0,4,Yes,No,No,,No,,No,,No,,Basic,
102737,,Organic Search,india,MOBILE,30,0,6,Yes,No,No,,No,,No,,No,,Basic,
101470,08/16/2025,Organic Search,india,Mobile,42,0,6,Yes,Yes,Yes,18-08-2025,Yes,"Aug 24, 2025",Yes,"Aug 31, 2025",No,,Pro,
100084,"Feb 04, 2025",Direct,australia,PC,31,0,4,Yes,Yes,Yes,02-05-2025,Yes,08-02-2025,No,,No,,Pro,
103190,"Aug 02, 2025",Organic Search,United Kingdom,mobile,23,0,5,Yes,Yes,Yes,"Aug 05, 2025",Yes,10-08-2025,Yes,10-08-2025,Yes,"Aug 11, 2025",Pro,Yes
105329,20-05-2024,Organic Search,United states,DESKTOP,24,0,5,Yes,Yes,Yes,20-05-2024,Yes,"May 21, 2024",Yes,28-05-2024,Yes,30-05-2024,Enterprise,Yes
101504,"Aug 02, 2025",Organic Search,Aus,mobile,29,0,3,Yes,Yes,Yes,04-08-2025,Yes,07-08-2025,No,,No,,Basic,
102919,22-08-2025,Organic Search,India,MOBILE,41,0,5,Yes,Yes,Yes,23-08-2025,Yes,08/23/2025,No,,No,,Basic,
104135,30-04-2025,Paid Ads,uk,Desk top,52,11.82,8,Yes,Yes,Yes,"May 04, 2025",No,,No,,No,,Basic,
100749,05/19/2025,Social Media,America,DESKTOP,31,0,5,Yes,Yes,Yes,21-05-2025,Yes,23-05-2025,Yes,29-05-2025,No,,Enterprise,
101733,17-04-2025,Referral,DE,desktop,35,0,4,Yes,Yes,Yes,18-04-2025,Yes,18-04-2025,No,,No,,Basic,
100187,15-02-2025,Direct,,Desk top,39,0,4,Yes,Yes,Yes,16-02-2025,Yes,"Feb 18, 2025",No,,No,,Basic,
104644,10/21/2025,Paid Ads,U.S.A,PC,16,11.79,5,Yes,Yes,Yes,22-10-2025,Yes,"Oct 22, 2025",Yes,10/24/2025,Yes,26-10-2025,Basic,Yes
105837,16-11-2024,Paid Ads,United States,TABLET,25,6.55,7,Yes,Yes,Yes,16-11-2024,No,,No,,No,,Pro,
102534,19-11-2024,Paid Ads,U.S.A,Desk top,29,6.74,10,Yes,Yes,Yes,23-11-2024,Yes,11/25/2024,Yes,"Nov 26, 2024",No,,Basic,
104134,21-09-2025,Social Media,America,TABLET,27,0,2,Yes,Yes,Yes,25-09-2025,Yes,25-09-2025,Yes,09/30/2025,No,,Pro,
102735,14-09-2025,Organic Search,U.K.,Desk top,16,0,4,Yes,Yes,Yes,16-09-2025,Yes,20-09-2025,No,,No,,Pro,
103451,08-09-2024,Organic Search,Canada,phone,37,0,9,Yes,Yes,Yes,"Sep 11, 2024",Yes,09/15/2024,Yes,23-09-2024,No,,Basic,
100343,22-11-2025,Paid Ads,germany,Tablet,35,11.95,6,Yes,Yes,Yes,22-11-2025,No,,No,,No,,Enterprise,
106339,"Oct 24, 2025",Organic Search,England,mobile,30,,5,Yes,Yes,Yes,"Oct 26, 2025",No,,No,,No,,Enterprise,
104172,25-12-2024,Organic Search,United states,PC,38,0,6,Yes,Yes,Yes,28-12-2024,No,,No,,No,,Pro,
102841,,Paid Ads,,desktop,32,7.42,6,Yes,No,No,,No,,No,,No,,Basic,
106292,"Mar 02, 2025",Organic Search,Deutschland,DESKTOP,18,0,5,Yes,Yes,Yes,03-03-2025,No,,No,,No,,Enterprise,
102646,22-03-2024,Email Campaign,England,tablet,31,1.8,5,Yes,Yes,No,,No,,No,,No,,Basic,
101501,"Aug 26, 2025",Social Media,Germany,tablet,29,0,-1,Yes,Yes,Yes,28-08-2025,Yes,28-08-2025,Yes,04-09-2025,No,,Basic,
102774,28-09-2024,Direct,Canada,mobile,,0,2,Yes,Yes,No,,No,,No,,No,,Basic,
103374,"Nov 17, 2024",Organic Search,DE,desktop,29,0,8,Yes,Yes,No,,No,,No,,No,,Pro,
